iter	F1	Logloss	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
180	0.8322323322	0.4574896768	0.7185797387	0.2035655058	0.988590604	0.988590604
181	0.8323974061	0.4572503596	0.7184714858	0.203478741	0.989261745	0.989261745
182	0.8330800936	0.456811769	0.7191347058	0.204011065	0.9899328859	0.9899328859
183	0.8344471345	0.4560683435	0.7208186796	0.2053708084	0.9906040268	0.9906040268
184	0.8349182167	0.4558750647	0.7211663752	0.2056530214	0.9912751678	0.9912751678
185	0.8344009698	0.453014727	0.7211054923	0.2056035684	0.9899328859	0.9899328859
186	0.8345911933	0.4522762806	0.7217465078	0.2061250175	0.989261745	0.989261745
187	0.8346148453	0.451895901	0.7217818853	0.2061538462	0.989261745	0.989261745
188	0.8348041091	0.4514617363	0.7220650306	0.2063847662	0.989261745	0.989261745
189	0.83520658	0.450990068	0.7226674525	0.206877193	0.989261745	0.989261745
190	0.8366250231	0.4501753392	0.7240751389	0.2080338266	0.9906040268	0.9906040268
191	0.8371475079	0.4496506495	0.7248582215	0.2086808992	0.9906040268	0.9906040268
192	0.8374327748	0.449073357	0.7252860717	0.2090355474	0.9906040268	0.9906040268
193	0.8378372359	0.4484916409	0.7258930583	0.2095400341	0.9906040268	0.9906040268
194	0.8378134332	0.4482125288	0.7258573251	0.209510291	0.9906040268	0.9906040268
195	0.8382622221	0.4478635127	0.7261707214	0.2097713393	0.9912751678	0.9912751678
196	0.8387904518	0.4470158691	0.7273252775	0.2107367219	0.9906040268	0.9906040268
197	0.839387314	0.4463303101	0.728223288	0.2114916177	0.9906040268	0.9906040268
198	0.8402193105	0.4457536169	0.7291131201	0.2122431384	0.9912751678	0.9912751678
199	0.8410334688	0.4450091126	0.7303401441	0.2132851986	0.9912751678	0.9912751678
200	0.8410574385	0.4448178187	0.7303762955	0.2133160023	0.9912751678	0.9912751678
201	0.8412789941	0.4440341665	0.7310756334	0.2139130435	0.9906040268	0.9906040268
202	0.8421855586	0.4432860273	0.7320794607	0.214773884	0.9912751678	0.9912751678
203	0.8424500239	0.4428024843	0.7324792216	0.2151179726	0.9912751678	0.9912751678
204	0.8423778805	0.4424935325	0.7323701526	0.215024021	0.9912751678	0.9912751678
205	0.8432372947	0.4419679738	0.733303133	0.2158294393	0.9919463087	0.9919463087
206	0.8433817905	0.4413665796	0.7335217117	0.216018708	0.9919463087	0.9919463087
207	0.8439361504	0.4409858538	0.7343608053	0.2167473237	0.9919463087	0.9919463087
208	0.8440403101	0.4404896659	0.7348869851	0.2172058824	0.9912751678	0.9912751678
209	0.8450396179	0.4394636165	0.736774251	0.21886121	0.9906040268	0.9906040268
210	0.845524182	0.4387550926	0.7375112744	0.2195121951	0.9906040268	0.9906040268
211	0.845451462	0.4384602262	0.7374006269	0.2194143006	0.9906040268	0.9906040268
212	0.8456211615	0.4381878777	0.737658856	0.2196428571	0.9906040268	0.9906040268
213	0.8462913858	0.4376708778	0.7383067351	0.220217683	0.9912751678	0.9912751678
214	0.8463399279	0.4374901989	0.7383806277	0.2202833706	0.9912751678	0.9912751678
215	0.8468499566	0.4368152944	0.7391573943	0.2209754638	0.9912751678	0.9912751678
216	0.8472002026	0.4362820012	0.7400653632	0.2217881292	0.9906040268	0.9906040268
217	0.8482130433	0.4356994209	0.7412367843	0.2228424864	0.9912751678	0.9912751678
218	0.8487253328	0.4349991251	0.742019575	0.2235507795	0.9912751678	0.9912751678
219	0.8492871222	0.4343118544	0.7428788164	0.2243317132	0.9912751678	0.9912751678
220	0.8496049845	0.4340801658	0.7433653554	0.2247755288	0.9912751678	0.9912751678
221	0.8505354861	0.4332250178	0.7447912075	0.2260829634	0.9912751678	0.9912751678
222	0.8508542836	0.4324957379	0.7452802556	0.2265337423	0.9912751678	0.9912751678
223	0.8514925963	0.4319314579	0.7462602809	0.2274407145	0.9912751678	0.9912751678
224	0.8523287593	0.4312277625	0.7475457483	0.2286377709	0.9912751678	0.9912751678
225	0.8526379856	0.4299245676	0.748404238	0.22944194	0.9906040268	0.9906040268
